# id	name	description	rgb
30082	Denkus	Grocer	A9E89C
30083	Pochi	Warehouse Keeper	A9E89C
30084	Graham	Weapons Trader	A9E89C
30085	Stanford	Weapons Trader	A9E89C
30086	Taurin	Warehouse Keeper	A9E89C
30087	Peta	Armor Trader	A9E89C
30088	Radia	Armor Trader	A9E89C
30090	Sandra	"Jeweler "	A9E89C
30091	Ellie	"Jeweler "	A9E89C
30092	Collob	Warehouse Keeper	A9E89C
30093	Groot	Magic Trader	A9E89C
30094	Gentler	Magic Trader	A9E89C
30095	Randolf	Warehouse Keeper	A9E89C
30097	Galladucci	Trader	A9E89C
30098	Alexandria	Trader	A9E89C
30103	Valkon	Warehouse Keeper	A9E89C
30104	Parman	Warehouse Freightman	A9E89C
30105	Genwitter	Master	A9E89C
30106	Dufner	Master	A9E89C
30107	Goldian	Master	A9E89C
30108	Macken	Master	A9E89C
30109	Hannavalt	Grand Master	A9E89C
30110	Iker	Magister	A9E89C
30111	Dieter	Magister	A9E89C
30112	Maurius	Magister	A9E89C
30113	Juris	Magister	A9E89C
30114	Roa	Magister	A9E89C
30115	Jurek	Grand Magister	A9E89C
30116	Dustin	Priest	A9E89C
30117	Primos	Priest	A9E89C
30118	Pupina	Priestess	A9E89C
30119	Isabellin	Priestess	A9E89C
30120	Maximilian	High Priest	A9E89C
30121	Jeronin	Captain	A9E89C
30122	Bane	Guard	A9E89C
30123	Vesa	Guard	A9E89C
30124	Zerome	Guard	A9E89C
30125	Belton	Guard	A9E89C
30126	Rath	Guard	A9E89C
30128	Atanas	Guard	A9E89C
30129	Mitraell	"Hierarch "	A9E89C
30130	Undrias	Abyssal Celebrant	A9E89C
30131	Newbie Helper		A9E89C
30132	Cecktinon	Abyssal Celebrant	A9E89C
30133	Kartia	Abyssal Celebrant	A9E89C
30134	Jasmine	Gatekeeper	A9E89C
30135	Iria	Trader	A9E89C
30136	Payne	Trader	A9E89C
30137	Vollodos	Trader	A9E89C
30138	Minaless	Trader	A9E89C
30139	Dorankus	Warehouse Keeper	A9E89C
30140	Erviante	Warehouse Keeper	A9E89C
30141	Talloth	"Tetrarch "	A9E89C
30143	Trudy	Master	A9E89C
30144	Harne	Magister	A9E89C
30145	Vlasty	Magister	A9E89C
30146	Mirabel	Gatekeeper	A9E89C
30147	Unoren	Trader	A9E89C
30148	Ariel	Trader	A9E89C
30149	Creamees	Trader	A9E89C
30150	Herbiel	Trader	A9E89C
30151	Chad	Warehouse Freightman	A9E89C
30152	Julia	Warehouse Keeper	A9E89C
30153	Markius	Warehouse Keeper	A9E89C
30154	Asterios	"Hierarch "	A9E89C
30155	Ellenia	Master	A9E89C
30156	Cobendell	Master	A9E89C
30157	Greenis	Magister	A9E89C
30158	Esrandell	Magister	A9E89C
30162	Karin	Gatekeeper	A9E89C
30163	Rex	Trader	A9E89C
30164	Ian	Trader	A9E89C
30165	Ralford	Trader	A9E89C
30166	Wesley	Magic Trader	A9E89C
30169	Marty	Warehouse Freightman	A9E89C
30170	Radic	Warehouse Keeper	A9E89C
30171	Gaius	Magister	A9E89C
30174	Arkenias	Grand Magister	A9E89C
30175	Fairen	Grand Magister	A9E89C
30176	Valleria	Grand Magister	A9E89C
30177	Valentina	Gatekeeper	A9E89C
30178	Zenkin	Trader	A9E89C
30179	Raudia	Trader	A9E89C
30180	Sara	Trader	A9E89C
30181	Galibredo	Trader	A9E89C
30182	Cliff	Warehouse Freightman	A9E89C
30183	Hagger	Warehouse Keeper	A9E89C
30184	Rigol	Master	A9E89C
30185	Taniac Blackbird	Master	A9E89C
30186	Bhan	Master	A9E89C
30187	Klaus Blackbird	Grand Master	A9E89C
30188	Vadin	Priest	A9E89C
30189	Rovia	Magister	A9E89C
30190	Phanovia	Magister	A9E89C
30191	Hollint	High Priest	A9E89C
30192	Darya	Master	A9E89C
30194	Gideon	Magister	A9E89C
30195	Brecson	Grand Master	A9E89C
30196	Mouen	Captain	A9E89C
30197	Hector	Guard	A9E89C
30198	Jerin	Guard	A9E89C
30199	Yates	Guard	A9E89C
30200	Stan	Guard	A9E89C
30201	Pinaps	Guard	A9E89C
30207	Arodin	Trader	A9E89C
30208	Damion	Trader	A9E89C
30209	Colleen	Trader	A9E89C
30210	Norman	Warehouse Keeper	A9E89C
30216	Wheeler	Sentinel	A9E89C
30217	Berros	Sentinel	A9E89C
30218	Kendell	Sentinel	A9E89C
30219	Veltress	Sentinel	A9E89C
30220	Starden	Sentinel	A9E89C
30221	Rayen	Sentinel	A9E89C
30222	Alshupes		A9E89C
30223	Arujien		A9E89C
30224	Rayla	"Sentry Knight "	A9E89C
30230	Edroc	Trader	A9E89C
30231	Garette	Trader	A9E89C
30232	Sorint	Warehouse Keeper	A9E89C
30233	Esmeralda	Gatekeeper	A9E89C
30253	Simplon	Trader	A9E89C
30254	Harmony	Trader	A9E89C
30255	Haprock	Warehouse Keeper	A9E89C
30256	Bella	Gatekeeper	A9E89C
30283	Altran	Blacksmith	A9E89C
30284	Alberius	Sentinel Knight	A9E89C
30285	Gartrandell	Sentinel	A9E89C
30288	Rains	Grand Master	A9E89C
30289	Raymond	High Priest	A9E89C
30290	Xenos	Grand Master	A9E89C
30291	Alex	Captain	A9E89C
30293	Manuel	Priest	A9E89C
30294	Varan	Trader	A9E89C
30297	Tobias	Grand Master	A9E89C
30298	Pinter	Blacksmith	A9E89C
30300	Pushkin	Blacksmith	A9E89C
30301	Hally	Trader	A9E89C
30305	Vellior	Tetrarch	A9E89C
30307	Karrod	Blacksmith	A9E89C
30311	Sir Collin Windawood		A9E89C
30312	Rockswell	Lighthouse Keeper	A9E89C
30313	Asha	Trader	A9E89C
30314	Nestle	Trader	A9E89C
30315	Poesia	Trader	A9E89C
30316	Raut	Warehouse Freightman	A9E89C
30317	Kluto	Blacksmith	A9E89C
30320	Richlin	Gatekeeper	A9E89C
30321	Sydnia	Trader	A9E89C
30322	Ballin	Warehouse Freightman	A9E89C
30325	Audiberti	Master	A9E89C
30326	Leona	Master	A9E89C
30327	Sorius	Master	A9E89C
30328	Reisa	Master	A9E89C
30329	Virgil	Master	A9E89C
30330	Sidra	Magister	A9E89C
30331	Thoma	Guard	A9E89C
30332	Bathis	Captain	A9E89C
30333	Praga	Guard	A9E89C
30334	Babenco	Guard	A9E89C
30335	Brynn	Guard	A9E89C
30336	Curtis	Guard	A9E89C
30337	Moretti	Guard	A9E89C
30338	Melville	Guard	A9E89C
30342	Varsak		A9E89C
30344	Rohmer	Magister	A9E89C
30345	Ramoniell	Magister	A9E89C
30346	Kayleen	Sentry	A9E89C
30347	Marion	Sentry	A9E89C
30348	Nelsya	Sentry	A9E89C
30349	Jenna	Sentry	A9E89C
30350	Carlon	Warehouse Freightman	A9E89C
30351	Astaron		A9E89C
30352	Karina		A9E89C
30353	Jughead		A9E89C
30354	Jewel		A9E89C
30355	Roselyn	Sentry	A9E89C
30356	Altima	Sentry	A9E89C
30357	Kristin	Sentry	A9E89C
30358	Thifiell	Tetrarch	A9E89C
30359	Kaitar	Tetrarch	A9E89C
30360	Harant	Master	A9E89C
30361	Rizraell		A9E89C
30362	Andellia		A9E89C
30363	Aios	Blacksmith	A9E89C
30368	Lilith		A9E89C
30369	Baenedes	Master	A9E89C
30370	Nerupa		A9E89C
30371	Thalia		A9E89C
30373	Ramos	Grand Master	A9E89C
30374	Rhodiell	Master	A9E89C
30375	Adonius	Priest	A9E89C
30376	Nell	Magister	A9E89C
30377	Talbot	Magister	A9E89C
30378	Estella	Master	A9E89C
30379	Bezique	Captain	A9E89C
30380	Plink	Guard	A9E89C
30381	Alvah	Guard	A9E89C
30382	Leikan	Guard	A9E89C
30383	Scott	Guard	A9E89C
30384	Linus	Guard	A9E89C
30385	Weisz	Guard	A9E89C
30386	Luis	Guard	A9E89C
30387	Clancy	"Wharf Manager "	A9E89C
30391	Parina		A9E89C
30400	Newbie Helper		A9E89C
30401	Newbie Helper		A9E89C
30402	Newbie Helper		A9E89C
30403	Newbie Helper		A9E89C
30404	Newbie Helper		A9E89C
30405	Marius		A9E89C
30406	Matheo		A9E89C
30407	Mesella		A9E89C
30408	Lionel		A9E89C
30409	Earth Snake		A9E89C
30410	Wasteland Lizardman		A9E89C
30411	Flame Salamander		A9E89C
30412	Wind Sylph		A9E89C
30413	Water Undine		A9E89C
30414	Rosella		A9E89C
30415	Charkeren		A9E89C
30416	Triskel		A9E89C
30417	Sir Klaus Vasper		A9E89C
30418	Annika		A9E89C
30419	Arkenia	Witch	A9E89C
30420	Tyra		A9E89C
30421	Varika	Witch	A9E89C
30422	Kalinta	"Abyssal Celebrant "	A9E89C
30423	Northwind		A9E89C
30424	Allana		A9E89C
30425	Neti		A9E89C
30426	Prias		A9E89C
30427	Siff	Gatekeeper	A9E89C
30428	Perrin		A9E89C
30429	Tiramisa	Gatekeeper	A9E89C
30430	Trionell	Sentinel	A9E89C
30431	Eriel	Sentinel	A9E89C
30432	Irene	Sentry	A9E89C
30433	Kathaway	Sentry	A9E89C
30434	Samed		A9E89C
30435	Leopold		A9E89C
30436	Sarien	Trader	A9E89C
30437	Rolento	Trader	A9E89C
30452	Kurt	Guard	A9E89C
30458	Poitan	Blacksmith	A9E89C
30459	Wandius	Master	A9E89C
30460	Cardien	Master	A9E89C
30461	Mirien	Magister	A9E89C
30462	Tronix	Grand Master	A9E89C
30463	Ixia	Master	A9E89C
30464	Clayton	Magister	A9E89C
30465	Herven	Guard	A9E89C
30466	Bright	Guard	A9E89C
30469	Jonas		A9E89C
30471	Rupio	Blacksmith	A9E89C
30472	Rosheria	Master	A9E89C
30473	Bandellos	Priest	A9E89C
30474	Angus	Grand Master	A9E89C
30475	Stapin	Master	A9E89C
30476	Kaira	Magister	A9E89C
30477	Sir Ortho Lancer		A9E89C
30478	Reikin	Guard	A9E89C
30483	Mozella	Gatekeeper	A9E89C
30484	Ponti	Gatekeeper	A9E89C
30485	Capella	Gatekeeper	A9E89C
30486	Hanna	Gatekeeper	A9E89C
30487	Penelope	Gatekeeper	A9E89C
30497	Edmond		A9E89C
30498	Moke	"Warehouse Chief "	A9E89C
30499	Tapoy	Head Blacksmith	A9E89C
30500	Osborn	"High Prefect "	A9E89C
30501	Kasman	Prefect	A9E89C
30502	Umos	Seer	A9E89C
30503	Rikadio	"Warehouse Chief "	A9E89C
30504	Mendio	Head Blacksmith	A9E89C
30505	Drikus	"High Prefect "	A9E89C
30506	Buka	Prefect	A9E89C
30507	Racoy	Seer	A9E89C
30508	Castor	"High Prefect "	A9E89C
30509	Dowki	Prefect	A9E89C
30510	Somak	Seer	A9E89C
30511	Gesto	"Warehouse Chief "	A9E89C
30512	Kusto	Head Blacksmith	A9E89C
30513	Penatus	"High Prefect "	A9E89C
30514	Vokian	Prefect	A9E89C
30515	Manakia	Seer	A9E89C
30516	Reep	Trader	A9E89C
30517	Shari	Trader	A9E89C
30518	Garita	Trader	A9E89C
30519	Mion	Trader	A9E89C
30520	Reed	"Warehouse Chief "	A9E89C
30521	Murdoc	Warehouse Freightman	A9E89C
30522	Airy	Warehouse Keeper	A9E89C
30523	Gouph	Collector	A9E89C
30524	Pippi	Collector	A9E89C
30525	Bronk	Head Blacksmith	A9E89C
30526	Brunon	Blacksmith	A9E89C
30527	Silvera	Blacksmith	A9E89C
30528	Laferon	Foreman	A9E89C
30529	Maron	Miner	A9E89C
30530	Newbie Helper		A9E89C
30531	Lockirin	Iron Gate's	A9E89C
30532	Spiron	Golden Wheel's	A9E89C
30533	Balanki	Silver Scale's	A9E89C
30534	Keef	Bronze Key's	A9E89C
30535	Filaur	Gray Pillar Member	A9E89C
30536	Arin	Black Anvil's	A9E89C
30537	Daichir	Priest of the Earth	A9E89C
30538	Zimenf	Priest of the Earth	A9E89C
30539	Chichirin	Priestess of the Earth	A9E89C
30540	Wirphy	Gatekeeper	A9E89C
30541	Paion	Protector	A9E89C
30542	Runant	Defender	A9E89C
30543	Ethan	Defender	A9E89C
30544	Cromwell	Defender	A9E89C
30545	Proton	Defender	A9E89C
30546	Dinkey	Defender	A9E89C
30547	Tardyon	Defender	A9E89C
30548	Nathan	Defender	A9E89C
30549	Ghouliff Droopstone		A9E89C
30550	Gauri Twinklerock		A9E89C
30551	Tink Wandergold		A9E89C
30552	Kiril Sparkystone		A9E89C
30553	Maryse Redbonnet		A9E89C
30554	Bolter	Miner	A9E89C
30555	Torocco	Carrier	A9E89C
30556	Toma	Master	A9E89C
30557	Torai		A9E89C
30558	Jakal	Trader	A9E89C
30559	Kunai	Trader	A9E89C
30560	Uska	Trader	A9E89C
30561	Papuma	Trader	A9E89C
30562	Grookin	Warehouse Keeper	A9E89C
30563	Imantu	Warehouse Freightman	A9E89C
30564	Sumari	Blacksmith	A9E89C
30565	Kakai	Flame Lord	A9E89C
30566	Varkees	"Atuba Chief "	A9E89C
30567	Tantus	"Neruga Chief "	A9E89C
30568	Hatos	Urutu Chief	A9E89C
30569	Brukurse	Prefect	A9E89C
30570	Karukia	Prefect	A9E89C
30571	Tanapi	Seer	A9E89C
30572	Livina	Seer	A9E89C
30573	Vulkus	"Flame Guardian "	A9E89C
30575	Newbie Helper		A9E89C
30576	Tamil	Gatekeeper	A9E89C
30577	Rukain	Praetorian	A9E89C
30578	Nakusin	Centurion	A9E89C
30579	Tamai	Centurion	A9E89C
30580	Parugon	Centurion	A9E89C
30581	Orinak	Centurion	A9E89C
30582	Tiku	Centurion	A9E89C
30583	Petukai	Centurion	A9E89C
30584	Vapook	Centurion	A9E89C
30585	Tataru Zu Hestui		A9E89C
30586	Anai Zu Neruga		A9E89C
30587	Gantaki Zu Urutu		A9E89C
30588	Takia Zu Duda-Mara		A9E89C
30589	Kazkin Zu Gandi		A9E89C
30590	Rosheek	"Khavatari "	A9E89C
30591	Toruku	"Khavatari "	A9E89C
30592	Hestui Totem Spirit		A9E89C
30593	Duda-Mara Totem Spirit		A9E89C
30594	Ranspo	"Warehouse Chief "	A9E89C
30595	Opix	Head Blacksmith	A9E89C
30596	Harkel	Partisan Doorman	A9E89C
30597	Piotur		A9E89C
30598	Newbie Guide		A9E89C
30599	Newbie Guide		A9E89C
30600	Newbie Guide		A9E89C
30601	Newbie Guide		A9E89C
30602	Newbie Guide		A9E89C
30608	Maria		A9E89C
30609	Creta	Astrologer	A9E89C
30610	Cronos	Elder	A9E89C
30611	Triff	Drunkard	A9E89C
30612	Casian	Elder	A9E89C
30613	Alders Spirit		A9E89C
30614	Metheus	Brother	A9E89C
30615	Voltar	Breka Chief	A9E89C
30616	Kepra	Enku Chief	A9E89C
30617	Burai	Turek Chief	A9E89C
30618	Harak	Leunt Chief	A9E89C
30619	Driko	Vuku Chief	A9E89C
30620	Emily		A9E89C
30621	Nikola	Maestro	A9E89C
30622	Box Of Titan		A9E89C
30623	Kaien	Duelist	A9E89C
30624	Ascalon	Veteran	A9E89C
30625	Mason		A9E89C
30626	Hamil	Sagittarius	A9E89C
30627	Tree		A9E89C
30628	Strong Wooden Chest		A9E89C
30629	Rukal	Bard	A9E89C
30630	Orim	Shadow	A9E89C
30631	Roderik	Warden	A9E89C
30632	Endrigo	Warden	A9E89C
30633	Evert	Fisher	A9E89C
30634	Galatea	High Summoner	A9E89C
30635	Almors	Summoner	A9E89C
30636	Camoniell	Summoner	A9E89C
30637	Belthus	Summoner	A9E89C
30638	Basilla	Summoner	A9E89C
30639	Celestiel	Summoner	A9E89C
30640	Brynthea	Summoner	A9E89C
30641	Takuna	Duda-Mara Chief	A9E89C
30642	Chianta	Gandi Chief	A9E89C
30643	First Orc		A9E89C
30644	Kash		A9E89C
30645	Martien		A9E89C
30646	Raldo	Champion	A9E89C
30647	Chest Of Shyslassys		A9E89C
30648	Santiago	Hermit	A9E89C
30649	Ancestor Martankus		A9E89C
30650	Gerald	Priest of the Earth	A9E89C
30651	Dorf	Wanderer	A9E89C
30652	Uruha		A9E89C
30653	Sir Aron Tanford		A9E89C
30654	Sir Kiel Nighthawk		A9E89C
30655	Isael Silvershadow		A9E89C
30656	Spirit Of Sir Talianus		A9E89C
30657	Seresin	"Cardinal "	A9E89C
30658	Gupu	Father	A9E89C
30659	Orphan Girl		A9E89C
30660	Windy Shaoring		A9E89C
30661	Mysterious Dark Elf		A9E89C
30662	Piper Longbow		A9E89C
30663	Slein Shining Blade		A9E89C
30664	Kein Flying Knife		A9E89C
30665	Kristina	Saint	A9E89C
30666	Sla	Preacher	A9E89C
30667	Ramus		A9E89C
30668	Katari		A9E89C
30669	Kakan		A9E89C
30670	Nyakuri		A9E89C
30671	Croto	Chief	A9E89C
30672	Dubabah	Jailer	A9E89C
30673	Lorain	Researcher	A9E89C
30674	Daurin Hammercrush		A9E89C
30675	Corpse Of Kamur		A9E89C
30676	Croop	"Warehouse Chief "	A9E89C
30677	Flutter	Head Blacksmith	A9E89C
30678	Helton	Blacksmith	A9E89C
30679	Roameria	Master	A9E89C
30680	Egnos	Priest	A9E89C
30681	Karia	"High Prefect "	A9E89C
30682	Pekiron	Seer	A9E89C
30683	Daunt	Prefect	A9E89C
30684	Viktor	Trader	A9E89C
30685	Baxt	"Warehouse Chief "	A9E89C
30686	Silva	Warehouse Freightman	A9E89C
30687	Vergara	Head Blacksmith	A9E89C
30688	Duning	Blacksmith	A9E89C
30689	Siria	Grand Master	A9E89C
30690	Luther	Master	A9E89C
30691	Aren Athebalt	Master	A9E89C
30692	Stedmiel	Master	A9E89C
30693	Queenien	Master	A9E89C
30694	Scraide	Grand Magister	A9E89C
30695	Moses	Magister	A9E89C
30696	Page	Magister	A9E89C
30697	Videlrien	Magister	A9E89C
30698	Evelyn	Magister	A9E89C
30699	Medown	Grand Master	A9E89C
30700	Prestan	Master	A9E89C
30701	Errickin	Magister	A9E89C
30702	Bernard	Guild President	A9E89C
30703	Colin	Guild President	A9E89C
30704	Garvarentz	"High Prefect "	A9E89C
30705	Chakiris	Prefect	A9E89C
30706	Lazenby	Seer	A9E89C
30707	Raigen	Captain	A9E89C
30708	Nasign	Guard	A9E89C
30709	Norton	Guard	A9E89C
30710	Weston	Guard	A9E89C
30711	Byron	Guard	A9E89C
30712	Makhis	Guard	A9E89C
30713	Gardner	Guard	A9E89C
30714	Paros	Guard	A9E89C
30715	Marina	Magister	A9E89C
30716	Cecile	Gatekeeper	A9E89C
30717	Gauen	Magister	A9E89C
30718	Joan	Magister	A9E89C
30719	Mariell	Gatekeeper	A9E89C
30720	Kaiena	Magister	A9E89C
30721	Ladd	Magister	A9E89C
30722	Merian	Gatekeeper	A9E89C
30723	Roy	Captain	A9E89C
30724	Tavillian	Guard	A9E89C
30725	Yening	Guard	A9E89C
30726	Tebose	Guard	A9E89C
30727	Verona	Gatekeeper	A9E89C
30728	Leirynn	Militiaman	A9E89C
30729	Borys	Drunkard	A9E89C
30730	Jax	Bodyguard	A9E89C
30731	Martin	Pet Manager	A9E89C
30732	Ol Mahum Pilgrim		A9E89C
30733	Guard		A9E89C
30734	Supply Box On Wharf		A9E89C
30735	Sophya	Mercenary Captain	A9E89C
30736	Redfoot	Mercenary	A9E89C
30737	Morgan	Guildsman	A9E89C
30738	Matild	Alchemist	A9E89C
30739	Keltir	"Royal Servant "	A9E89C
30740	Toad	"Royal Servant "	A9E89C
30741	Rabbit	"Royal Servant "	A9E89C
30742	Rupina	Fairy of Love	A9E89C
30743	Wisdom Chest		A9E89C
30744	Grey	Guild Member	A9E89C
30745	Tor	Guild Member	A9E89C
30746	Cybellin		A9E89C
30747	Mimyu	Fairy	A9E89C
30748	Exarion	Drake	A9E89C
30749	Zwov	Drake	A9E89C
30750	Kalibran	Drake	A9E89C
30751	Suzet	Wyrm	A9E89C
30752	Shamhai	Wyrm	A9E89C
30753	Gabrielle		A9E89C
30754	Gilmore	Antharas Watchman	A9E89C
30755	Theodric	Antharas Watchman	A9E89C
30756	Sir Kristof Rodemai		A9E89C
30757	Statue Of Offering		A9E89C
30758	Athrea	Witch	A9E89C
30759	Kalis	Witch	A9E89C
30760	Sir Gustav Athebaldt		A9E89C
30761	Corpse Of Fritz		A9E89C
30762	Corpse Of Lutz		A9E89C
30763	Corpse Of Kurtz		A9E89C
30764	Balthazar		A9E89C
30765	Imperial Coffer		A9E89C
30766	Cleo	Witch	A9E89C
30767	Auctioneer		A9E89C
30768	Auctioneer		A9E89C
30769	Auctioneer		A9E89C
30770	Auctioneer		A9E89C
30771	Auctioneer		A9E89C
30772	Wilson	Clan Hall Gatekeeper	A9E89C
30773	Todd	Clan Hall Gatekeeper	A9E89C
30827	Lundy	"Pet Manager "	A9E89C
30828	Waters	"Pet Manager "	A9E89C
30829	Cooper	"Pet Manager "	A9E89C
30830	Joey	"Pet Manager "	A9E89C
30831	Nelson	"Pet Manager "	A9E89C
30832	Hardin		A9E89C
30833	Kaspar	Magister	A9E89C
30834	Cema	Magic Trader	A9E89C
30835	Icarus	Lich King	A9E89C
30836	Minerva	Gatekeeper	A9E89C
30837	Woodrow	Trader	A9E89C
30838	Woodley	Trader	A9E89C
30839	Holly	Trader	A9E89C
30840	Lorenzo	Trader	A9E89C
30841	Carson	Trader	A9E89C
30842	Alexis	Trader	A9E89C
30843	Romp	Warehouse Freightman	A9E89C
30844	Walderal	Warehouse Keeper	A9E89C
30845	Klump	"Warehouse Chief "	A9E89C
30846	Wilbert	Blacksmith	A9E89C
30847	Ferris	Head Blacksmith	A9E89C
30848	Elisa	Gatekeeper	A9E89C
30849	Sedrick	Grand Master	A9E89C
30850	Aiken	Master	A9E89C
30851	Kendra	Master	A9E89C
30852	Sinden	Master	A9E89C
30853	Raien	Master	A9E89C
30854	Drikiyan	Grand Magister	A9E89C
30855	Desmond	Magister	A9E89C
30856	Winonin	Magister	A9E89C
30857	Orven	High Priest	A9E89C
30858	Ross	Priest	A9E89C
30859	Vivyan	Priestess	A9E89C
30860	Flownia	Priestess	A9E89C
30861	Leonard	Priest	A9E89C
30862	Oltlin	Grand Master	A9E89C
30863	Ghest	Master	A9E89C
30864	Hanellin	Magister	A9E89C
30865	Ladanza	"High Prefect "	A9E89C
30866	Marestella	Prefect	A9E89C
30867	Reva	Seer	A9E89C
30868	Sir Eric Rodemai		A9E89C
30869	Lemper	Pet Manager	A9E89C
30870	Kurtiz	Captain	A9E89C
30871	Bret	Guard	A9E89C
30872	Conroy	Guard	A9E89C
30873	Coleman	Guard	A9E89C
30874	Aldis	Guard	A9E89C
30875	Carlton	Guard	A9E89C
30876	Eastan	Guard	A9E89C
30877	Grayson	Guard	A9E89C
30878	Angelina	Gatekeeper	A9E89C
30879	Felton	Wharf Manager	A9E89C
30880	Viktor Van Dake	Border Outpost Captain	A9E89C
30881	Sanders	Border Outpost Aide	A9E89C
30882	Frontier Guard		A9E89C
30883	Frontier Guard		A9E89C
30884	Frontier Guard		A9E89C
30885	Frontier Guard		A9E89C
30886	Frontier Guard		A9E89C
30887	Frontier Guard		A9E89C
30888	Frontier Guard		A9E89C
30889	Frontier Guard		A9E89C
30890	Espen	Trader	A9E89C
30891	Verona	Trader	A9E89C
30892	Enverun	Trader	A9E89C
30893	Payel	Trader	A9E89C
30894	Natools	"Warehouse Chief "	A9E89C
30895	Kluck	Warehouse Freightman	A9E89C
30896	Mia	Warehouse Keeper	A9E89C
30897	Roman	Head Blacksmith	A9E89C
30898	Morning	Blacksmith	A9E89C
30899	Flauen	Gatekeeper	A9E89C
30900	Marcus	Grand Master	A9E89C
30901	Arti	Master	A9E89C
30902	Karuna	Master	A9E89C
30903	Traus	Master	A9E89C
30904	Naiel	Master	A9E89C
30905	Squillari	High Priest	A9E89C
30906	Ranton	Priest	A9E89C
30907	Minevia	Magister	A9E89C
30908	Tanios	Priest	A9E89C
30909	Anabel	Magister	A9E89C
30910	Xairakin	Grand Master	A9E89C
30911	Brikus	Master	A9E89C
30912	Xenovia	Magister	A9E89C
30913	Tushku	"High Prefect "	A9E89C
30914	Sorbo	Prefect	A9E89C
30915	Takina	Seer	A9E89C
30916	Gosta	Captain	A9E89C
30917	Dupuis	Guard	A9E89C
30918	Kent	Guard	A9E89C
30919	Rodic	Guard	A9E89C
30920	Kraisen	Guard	A9E89C
30921	Timos	Guard	A9E89C
30922	Cage	Guard	A9E89C
30923	Dunst	Guard	A9E89C
30924	Nedy	Wharf Manager	A9E89C
30925	Morelyn	High Priestess	A9E89C
30926	Restina	Priestess	A9E89C
30927	Alicia	Priestess	A9E89C
30928	Fenster	Mercenary	A9E89C
30929	Patrin	Antique Dealer	A9E89C
30930	Rogent	Antique Appraiser	A9E89C
30931	Bentley		A9E89C
30932	Benica		A9E89C
30933	Braki		A9E89C
30934	Marsha	Collector	A9E89C
30935	Trumpin	Collector	A9E89C
30936	Malcom1	Frog Prince	A9E89C
30937	Malcom2	Wild Boar Prince	A9E89C
30938	Malcom3	Orc Prince	A9E89C
30939	Malcom4	Prince of Darkness	A9E89C
30940	Malcom5	Gremlin Prince	A9E89C
30941	Malcom6	Prince of Wild Beast	A9E89C
30942	Malcom7	Monster Eye Prince	A9E89C
30943	Malcom8	Rabbit Prince	A9E89C
30944	Malcom9	Human Prince	A9E89C
30945	Malcom10	Prince	A9E89C
30946	Lucianne Tanford		A9E89C
30947	Rerikya		A9E89C
30948	Meridien		A9E89C
30949	Keplon	Researcher	A9E89C
30950	Euclie	Researcher	A9E89C
30951	Pithgon	Researcher	A9E89C
30952	Dimensional Vortex 1		A9E89C
30953	Dimensional Vortex 2		A9E89C
30954	Dimensional Vortex 3		A9E89C
30955	Gillian's Revenant		A9E89C
30956	Nanarin	Musician	A9E89C
30957	Swan	Bard	A9E89C
30958	Galion		A9E89C
30959	Barbado	Musician	A9E89C
30960	Beer Chest		A9E89C
30961	Cloth Chest		A9E89C
30962	Statue of Water		A9E89C
30963	Statue of Fire		A9E89C
30964	Statue of Wind		A9E89C
30965	Statue of Earth		A9E89C
30966	Statue of Darkness		A9E89C
30967	Statue of Light		A9E89C
30968	Jennifer	Lady Orc	A9E89C
30969	Iason Heine		A9E89C
30970	Dorothy	"Locksmith "	A9E89C
30971	Orpheus	"Mad Doctor "	A9E89C
30972	Orpheus Resurrecter		A9E89C
30973	Medium Jar		A9E89C
30974	Oliver	Resurrected Adventurer	A9E89C
30975	Clarine	Resurrected Adventurer	A9E89C
30976	Resurrected Town Maiden		A9E89C
30977	Holy Ark of Secrecy1		A9E89C
30978	Holy Ark of Secrecy2		A9E89C
30979	Holy Ark of Secrecy3		A9E89C
30980	Ark Guardian's Corpse		A9E89C
30981	Black Judge		A9E89C
30982	Sleeping Ant Larva1		A9E89C
30983	Sleeping Ant Larva2		A9E89C
30984	Sleeping Ant Larva3		A9E89C
30985	Sleeping Ant Larva4		A9E89C
30986	Sleeping Ant Larva5		A9E89C
30987	Sleeping Ant Larva6		A9E89C
30988	Verce	"Leathersmith "	A9E89C
30989	Chest of Bifrons		A9E89C
30990	Lottery Ticket Seller		A9E89C
30991	Lottery Ticket Seller		A9E89C
30992	Lottery Ticket Seller		A9E89C
30993	Lottery Ticket Seller		A9E89C
30994	Lottery Ticket Seller		A9E89C
30995	Race Manager		A9E89C
31001	Claudia Athebalt		A9E89C
31002	Reorin	Maestro	A9E89C
31003	Here I Come		A9E89C
31004	Half Moon Love		A9E89C
31005	Everlasting		A9E89C
31006	Dark Side of the Moon		A9E89C
31007	Wind Rider		A9E89C
31008	Shooting Star		A9E89C
31009	Cyclone Thunder		A9E89C
31010	Hungry Baby		A9E89C
31011	Salty Dog		A9E89C
31012	Raging Revolution		A9E89C
31013	Valentine Blue		A9E89C
31014	Light My Fire		A9E89C
31015	Red Bullet		A9E89C
31016	Shining Silver		A9E89C
31017	Over the top		A9E89C
31018	Royal Straight		A9E89C
31019	All Seven		A9E89C
31020	Nasty Green		A9E89C
31021	Shortcut		A9E89C
31022	Typhoon Tiger		A9E89C
31023	Red Hot		A9E89C
